"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"162","Attico via Lungomare in San Saba, Ortoliuzzo - San Saba, Messina","650.0","3","80.0","nan","5"
"163","Bilocale via Comunale Santo 166, Gazzi, Messina","350.0","2","73.0","nan","5"
"164","Trilocale via Terzo Palazzo 198, Torre Faro, Messina","2900.0","3","105.0","3","5"
"165","Trilocale via Placida 32, Garibaldi, Messina","950.0","3","110.0","2","5"
"166","Quadrilocale via 1 Settembre 37, Centro Storico, Messina","800.0","4","110.0","2","5"
"167","Trilocale viale Regina Margherita 59, Regina Margherita - Torrente Trapani, Messina","650.0","3","148.0","2","5"
"168","Trilocale via Umberto Terracini 20, Annunziata Alta, Messina","700.0","3","70.0","nan","5"
"169","Trilocale via del Fante 90, Annunziata Bassa, Messina","350.0","3","105.0","2","5"
"170","Quadrilocale via Ernesto Cianciolo, Bordonaro - Cumia, Messina","700.0","4","100.0","2","5"
"171","Bilocale via San Filippo Bianchi 23, Centro Storico, Messina","1100.0","2","60.0","nan","5"
"172","Trilocale Contrada Piano Torre 98163, Acqualadrone - Spartà, Messina","450.0","3","95.0","nan","5"
"173","Villa plurifamiliare via Consolare Pompea 200, Sant'Agata, Messina","900.0","5","120.0","2","5"
"174","Bilocale via Giuseppe Garibaldi, Centro Storico, Messina","650.0","2","65.0","nan","5"
"175","Trilocale largo Vincenzo la Rosa 81, Minissale, Messina","600.0","3","95.0","nan","5"
"176","Appartamento in villa Sp51, Ortoliuzzo - San Saba, Messina","1400.0","nan","45.0","nan","3"
"177","Quadrilocale via Gerobino Pilli 47, Camaro Inferiore, Messina","600.0","4","90.0","nan","3"
"178","Bilocale Contrada Mezzacampa 18, Ortoliuzzo - San Saba, Messina","1800.0","2","80.0","nan","3"
"179","Appartamento via Cumia 12, Bordonaro - Cumia, Messina","395.0","nan","110.0","nan","3"
"180","Bilocale via Consolare Pompea 5, Litoranea - Panoramica, Messina","750.0","2","80.0","nan","3"
"181","Trilocale via dei Mille 145, San Martino, Messina","750.0","3","80.0","nan","3"
"182","Appartamento via Dogali 10, San Martino, Messina","850.0","nan","80.0","2","3"
"183","Trilocale via Domenico Lisciotto, Ganzirri, Messina","400.0","3","85.0","2","3"
"184","Bilocale via Marco Polo 10, Minissale, Messina","450.0","2","60.0","nan","3"
"185","Bilocale via Comunale Catarratti 30, Camaro Superiore, Messina","350.0","2","50.0","nan","3"
"186","Appartamento via Principessa Mafalda 34, Libertà, Messina","200.0","nan","120.0","nan","3"
"187","Mansarda via Ernesto Cianciolo, Bordonaro - Cumia, Messina","350.0","2","50.0","nan","3"
"188","Appartamento Svincolo Torrente Guardia, Sant'Agata, Messina","650.0","nan","60.0","nan","3"
"189","Bilocale via Acqua del Conte, Tirone, Messina","540.0","2","71.0","nan","3"
"190","Quadrilocale via Principe Ruffo 5, Giostra, Messina","600.0","4","110.0","2","3"
"191","Trilocale via Consolare Valeria 458, Tremestieri - Pistunina, Messina","400.0","3","95.0","nan","3"
"192","Bilocale via Ugo Bassi 28, San Martino, Messina","600.0","2","45.0","nan","3"
"193","Bilocale via Consolare Valeria 51, Minissale, Messina","700.0","2","60.0","nan","3"
"194","Appartamento in villa Contrada Policara 23, Ortoliuzzo - San Saba, Messina","400.0","2","50.0","nan","3"
"195","Soffitta via Acqua del Conte 2, Tirone, Messina","100.0","nan","36.0","nan","3"
"196","Bilocale via Palermo 481, Giostra, Messina","400.0","2","50.0","nan","3"
"197","Palazzo - Edificio viale Annunziata, Annunziata Bassa, Messina","400.0","2","50.0","nan","3"
"198","Bilocale via Attilio Gasparro 20, Centro Storico, Messina","550.0","2","40.0","nan","3"
"199","Trilocale via Elisabetta Conci 5, Ganzirri, Messina","2000.0","3","100.0","nan","3"
