"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"606","Monolocale via San Biagio ai Taffettanari 18, Centro Storico, Napoli","800.0","nan","35.0","nan","R"
"607","Trilocale Calata San Marco, Porto - Municipio, Napoli","1800.0","3","100.0","nan","R"
"608","Trilocale via Marechiaro 128, Marechiaro, Napoli","700.0","3","40.0","nan","R"
"609","Trilocale via Cristoforo Marino 59, Zona Industriale - Marina, Napoli","850.0","3","80.0","nan","R"
"610","Trilocale corso Sirena 85, Barra, Napoli","600.0","3","65.0","nan","R"
"611","Quadrilocale via Antonio Golia 11, Secondigliano, Napoli","780.0","4","140.0","nan","R"
"612","Palazzo - Edificio via Montedonzelli 8, Arenella, Napoli","1200.0","nan","135.0","2","R"
"613","Trilocale via Raffaele Angiulli 44, Secondigliano, Napoli","500.0","3","80.0","nan","R"
"614","Quadrilocale corso Vittorio Emanuele 500, Vomero, Napoli","2000.0","4","140.0","3+","R"
"615","Bilocale Vico Tutti I Santi, Arenaccia, Napoli","600.0","2","40.0","nan","R"
"616","Trilocale via dell'Epomeo 25A, Soccavo, Napoli","800.0","3","95.0","2","R"
"617","Albergo piazza Trieste e Trento 2, Monte di Dio, Napoli","1500.0","nan","4.0","nan","R"
"618","Appartamento Vico Pallonetto a Santa Chiara, Centro Storico, Napoli","800.0","nan","50.0","nan","R"
"619","Appartamento via Guglielmo Melisurgo 15, Porto - Municipio, Napoli","800.0","nan","35.0","nan","R"
"620","Quadrilocale via Raffaele Morghen, Vomero, Napoli","1900.0","4","110.0","2","R"
"621","Bilocale salita Sant'Elia 30, Sanità, Napoli","750.0","2","70.0","nan","R"
"622","Trilocale via Tito Livio 26, Posillipo, Napoli","750.0","3","55.0","nan","R"
"623","Trilocale via Vincenzo Tiberio 25, Traiano, Napoli","900.0","3","90.0","nan","R"
"624","Bilocale via Consalvo 203, Fuorigrotta, Napoli","780.0","2","63.0","nan","R"
"625","Appartamento in villa via Antonio Carrelli 1, Soccavo, Napoli","650.0","2","60.0","nan","R"
"626","Monolocale via Leonardo Bianchi 78, Zona Ospedaliera, Napoli","500.0","nan","40.0","nan","0"
"627","Bilocale via Paolo della Valle, Soccavo, Napoli","700.0","2","70.0","nan","0"
"628","Trilocale via Salvador Dalì 79, Pianura, Napoli","750.0","3","100.0","nan","0"
"629","Appartamento via Gian Lorenzo Bernini 88, Vomero, Napoli","1600.0","5+","135.0","nan","0"
"630","Bilocale via Nuova Poggioreale 118, Poggioreale, Napoli","600.0","2","75.0","nan","0"
"631","Bilocale via Domenico Fontana 27, Arenella, Napoli","700.0","2","40.0","nan","0"
"632","Bilocale via Pisani 2, Pianura, Napoli","450.0","2","45.0","nan","0"
"633","Appartamento via Fratelli Cervi, Scampia, Napoli","650.0","5+","145.0","2","0"
