"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"1840","Quadrilocale via Merulana,233, Colle Oppio, Roma","3050.0","4","50.0","2","2"
"1841","Bilocale via Carlo Alberto,63, Esquilino, Roma","2850.0","2","50.0","2","2"
"1842","Bilocale via Flavia,93, Sallustiano, Roma","3200.0","2","50.0","nan","2"
"1843","Trilocale via Pietro de Francisci,13, Aurelio - Val Cannuta, Roma","1800.0","3","80.0","nan","2"
"1844","Quadrilocale via Benedetta,8, Trastevere, Roma","3200.0","4","100.0","2","2"
"1845","Quadrilocale via Augusto Valenziani,16, Sallustiano, Roma","3700.0","4","50.0","nan","2"
"1846","Bilocale via Aleardo Aleardi,12a, Esquilino, Roma","2250.0","2","50.0","nan","2"
"1847","Bilocale via Flavia,93, Sallustiano, Roma","3200.0","2","50.0","nan","2"
"1848","Bilocale via Vincenzo Tiberio, Fleming, Roma","1100.0","2","65.0","nan","2"
"1849","Bilocale via dei Coronari, Piazza Navona, Roma","2400.0","2","60.0","nan","2"
"1850","Appartamento via Giovanni Antonelli, Euclide, Roma","2300.0","5","130.0","2","2"
"1851","Bilocale via della Palmarola, 172, Ottavia, Roma","630.0","2","45.0","nan","0"
"1852","Monolocale via Urbano Rattazzi, Esquilino, Roma","599.0","nan","26.0","nan","0"
"1853","Bilocale viale Tito Labieno 70, Cinecittà, Roma","1100.0","2","75.0","nan","0"
"1854","Bilocale via dei Campani 14, San Lorenzo, Roma","900.0","2","60.0","2","0"
"1855","Monolocale via Enrico Theodoli, Tomba di Nerone, Roma","380.0","nan","30.0","nan","0"
"1856","Bilocale piazza dei Re di Roma, Re di Roma, Roma","650.0","2","40.0","nan","0"
"1857","Quadrilocale viale Del Ciclismo, Eur, Roma","2500.0","4","180.0","2","0"
"1858","Quadrilocale via Benedetto Croce, Ardeatino - Montagnola, Roma","1200.0","4","120.0","2","0"
"1859","Monolocale piazza Galeria 17, San Giovanni, Roma","700.0","nan","50.0","nan","0"
"1860","Trilocale via Pietraferrazzana, Case Rosse, Roma","1000.0","3","110.0","2","0"
"1861","Trilocale via Valle Castellana, Case Rosse, Roma","800.0","3","75.0","2","0"
"1862","Trilocale via Ceresole Reale, Collina delle Muse, Roma","750.0","3","75.0","nan","0"
"1863","Monolocale via del Mattonato 36, Trastevere, Roma","5000.0","nan","87.0","nan","0"
"1864","Monolocale via Paolo Segneri 9A, Monteverde Vecchio, Roma","4100.0","nan","70.0","nan","0"
"1865","Trilocale via Alberico II 15, Borgo, Roma","4450.0","3","75.0","nan","0"
"1866","Villa unifamiliare via Valle della Storta, La Storta, Roma","6000.0","5+","350.0","3+","0"
"1867","Trilocale via Faà di Bruno 67, Mazzini - Delle Vittorie, Roma","5600.0","3","94.0","2","0"
"1868","Monolocale via Lodovico Pavoni 59, Pigneto, Roma","600.0","nan","27.0","nan","0"
"1869","Trilocale via Santa Croce di Magliano, Case Rosse, Roma","600.0","3","50.0","nan","0"
"1870","Bilocale appartamento via degli scipioni 17, Prati, Roma","1400.0","2","75.0","nan","0"
"1871","Appartamento via Cassia, 929, Grottarossa - Saxa Rubra, Roma","2300.0","5","180.0","3","0"
"1872","Monolocale via Aristide Carabelli, Ostia Ponente, Roma","650.0","nan","58.0","nan","0"
"1873","Bilocale ottimo stato, quinto piano, Aurelio - Val Cannuta, Roma","830.0","2","50.0","nan","0"
"1874","Appartamento piazza del Popolo , 1, Piazza del Popolo, Roma","6500.0","5+","252.0","2","0"
"1875","Trilocale via Antonio Pollaiolo, Parioli, Roma","2300.0","3","100.0","2","0"
"1876","Trilocale via Domenico Purificato, Acilia, Roma","1000.0","3","90.0","2","0"
