"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"103","Bilocale terzo piano, Borgo Teresiano, Trieste","1100.0","2","78.0","nan","1"
"104","Trilocale via Barbariga 16, Roiano, Trieste","650.0","3","70.0","nan","1"
"105","Trilocale via degli Apiari, Roiano, Trieste","470.0","3","55.0","nan","1"
"106","Trilocale via del Pane Bianco, Baiamonti - Valmaura, Trieste","800.0","3","80.0","2","1"
"107","Trilocale via San Spiridione, Borgo Teresiano, Trieste","1350.0","3","70.0","2","1"
"108","Bilocale piazza della Cattedrale 3/1, Città Vecchia, Trieste","700.0","2","72.0","2","1"
"109","Bilocale Campo Marzio 18, San Vito - Campi Elisi, Trieste","1100.0","2","70.0","nan","1"
"110","Quadrilocale xvia del Lazzaretto Vecchi 11, Città Vecchia, Trieste","1500.0","4","140.0","nan","1"
"111","Bilocale secondo piano, Largo Barriera - Ospedale Maggiore, Trieste","900.0","2","90.0","nan","1"
"112","Bilocale via Virgilio 16, Scorcola, Trieste","700.0","2","55.0","nan","1"
"113","Bilocale via dei Vigneti, Baiamonti - Valmaura, Trieste","750.0","2","80.0","2","1"
"114","Villa unifamiliare via del Pane Bianco, Baiamonti - Valmaura, Trieste","1200.0","3","80.0","nan","1"
"115","Trilocale via Massimiliano Gortan 1, San Luigi - Rozzol, Trieste","750.0","3","100.0","nan","1"
"116","Trilocale via delle Zudecche, 1, Largo Barriera - Ospedale Maggiore, Trieste","nan","3","100.0","nan","1"
"117","Mansarda via Sant'Anastasio 6, Roiano, Trieste","650.0","2","50.0","nan","1"
"118","Mansarda piazza della Libertà, Roiano, Trieste","650.0","2","65.0","nan","1"
"119","Quadrilocale via Luigi Einaudi 1, Città Vecchia, Trieste","nan","4","208.0","3","1"
"120","Monolocale via Pio Riego Gambini, Largo Barriera - Ospedale Maggiore, Trieste","630.0","nan","50.0","nan","1"
"121","Bilocale ottimo stato, quarto piano, Roiano, Trieste","600.0","2","18.0","nan","1"
"122","Quadrilocale via Napoleone Bonaparte, Città Vecchia, Trieste","1100.0","4","136.0","2","1"
"123","Villa unifamiliare via della Bellavista, Conconello, Trieste","1350.0","4","120.0","2","1"
"124","Bilocale via San Giusto, Città Vecchia, Trieste","580.0","2","64.0","nan","1"
"125","Trilocale via della Ginnastica, 24, Largo Barriera - Ospedale Maggiore, Trieste","900.0","3","110.0","nan","1"
"126","Bilocale via Domenico Rossetti 3, Giardino Pubblico, Trieste","700.0","2","50.0","nan","1"
"127","Bilocale via Daurant, San Vito - Campi Elisi, Trieste","1100.0","2","90.0","nan","1"
"128","Quadrilocale ottimo stato, Borgo Teresiano, Trieste","750.0","4","130.0","2","1"
"129","Monolocale 32 m², Città Vecchia, Trieste","nan","nan","32.0","nan","1"
"130","Appartamento buono stato, secondo piano, Borgo Teresiano, Trieste","2500.0","5+","324.0","3","1"
"131","Quadrilocale buono stato, Trieste","1650.0","4","158.0","2","1"
"132","Trilocale borgo teresiano, Trieste","1500.0","3","210.0","2","1"
"133","Bilocale ottimo stato, secondo piano, Città Vecchia, Trieste","750.0","2","60.0","nan","1"
"134","Monolocale ottimo stato, Barcola, Trieste","450.0","nan","30.0","nan","1"
"135","Appartamento buono stato, primo piano, San Vito - Campi Elisi, Trieste","790.0","nan","92.0","nan","1"
"136","Appartamento ottimo stato, quarto piano, Borgo Teresiano, Trieste","650.0","nan","53.0","nan","1"
"137","Appartamento ottimo stato, primo piano, Borgo Teresiano, Trieste","650.0","nan","51.0","nan","1"
"138","Appartamento buono stato, quarto piano, Città Vecchia, Trieste","1000.0","nan","44.0","nan","1"
"139","Appartamento buono stato, primo piano, Settefontane, Trieste","620.0","nan","81.0","nan","1"
"140","Appartamento buono stato, terzo piano, San Luigi - Rozzol, Trieste","850.0","nan","113.0","2","1"
"141","Appartamento buono stato, primo piano, Città Vecchia, Trieste","650.0","nan","68.0","2","1"
"142","Appartamento buono stato, terzo piano, Chiarbola - Ponziana, Trieste","550.0","nan","74.0","nan","1"
"143","Appartamento ottimo stato, primo piano, Borgo Teresiano, Trieste","820.0","nan","63.0","nan","1"
"144","Appartamento ottimo stato, primo piano, Borgo Teresiano, Trieste","540.0","nan","52.0","nan","1"
"145","Appartamento buono stato, primo piano, San Giacomo, Trieste","530.0","nan","66.0","nan","1"
"146","Appartamento buono stato, quinto piano, San Luigi - Rozzol, Trieste","630.0","nan","86.0","nan","1"
"147","Appartamento buono stato, primo piano, San Giacomo, Trieste","550.0","nan","63.0","nan","1"
"148","Appartamento buono stato, secondo piano, Chiarbola - Ponziana, Trieste","470.0","nan","59.0","nan","1"
"149","Appartamento buono stato, quarto piano, Largo Barriera - Ospedale Maggiore, Trieste","750.0","nan","103.0","2","1"
"150","Appartamento ottimo stato, terzo piano, Baiamonti - Valmaura, Trieste","750.0","nan","104.0","nan","1"
"151","Appartamento buono stato, quarto piano, Città Vecchia, Trieste","550.0","nan","44.0","nan","4"
"152","Appartamento ottimo stato, terzo piano, Città Vecchia, Trieste","1100.0","nan","48.0","nan","4"
"153","Appartamento buono stato, secondo piano, Città Vecchia, Trieste","650.0","nan","63.0","nan","4"
"154","Appartamento ottimo stato, primo piano, Borgo Teresiano, Trieste","590.0","nan","45.0","nan","4"
"155","Appartamento ottimo stato, primo piano, Borgo Teresiano, Trieste","950.0","nan","75.0","nan","4"
"156","Appartamento buono stato, San Vito - Campi Elisi, Trieste","480.0","nan","63.0","nan","4"
"157","Appartamento 45 m², Largo Barriera - Ospedale Maggiore, Trieste","650.0","nan","45.0","nan","4"
"158","Bilocale via Francesco Crispi, Largo Barriera - Ospedale Maggiore, Trieste","750.0","2","48.0","nan","4"
"159","Appartamento via Giosuè Carducci 8, Borgo Teresiano, Trieste","1500.0","5","210.0","2","4"
"160","Quadrilocale via San Francesco D'Assisi 12, Borgo Teresiano, Trieste","2000.0","4","90.0","2","4"
"161","Trilocale via Tiziano Vecellio 20, Largo Barriera - Ospedale Maggiore, Trieste","770.0","3","95.0","2","4"
"162","Appartamento in villa via Carsia 17, Opicina, Trieste","1250.0","4","200.0","2","4"
"163","Mansarda via Silvio Pellico 1, Largo Barriera - Ospedale Maggiore, Trieste","1200.0","4","126.0","nan","4"
"164","Bilocale via di Romagna 30, Scorcola, Trieste","850.0","2","90.0","nan","4"
"165","Bilocale via della Madonnina 39, Largo Barriera - Ospedale Maggiore, Trieste","900.0","2","65.0","nan","4"
"166","Quadrilocale via Conti 19, Settefontane, Trieste","850.0","4","75.0","nan","4"
"167","Appartamento via Giosuè Carducci 8, Borgo Teresiano, Trieste","1500.0","5","210.0","2","4"
"168","Trilocale via Fabio Severo 90, Cologna - Università, Trieste","800.0","3","95.0","nan","4"
"169","Trilocale via Petronio 8, Settefontane, Trieste","490.0","3","60.0","2","4"
"170","Appartamento via Francesco Patrizio 3, Campanelle - Costalunga, Trieste","600.0","nan","95.0","nan","4"
"171","Bilocale via Cesare Battisti 13, Borgo Teresiano, Trieste","1000.0","2","65.0","nan","4"
"172","Attico via Antonio Baiamonti 47/1, Baiamonti - Valmaura, Trieste","770.0","4","85.0","nan","4"
"173","Bilocale via Limitanea 12, Settefontane, Trieste","1100.0","2","80.0","nan","4"
"174","Bilocale via San Sebastiano, Città Vecchia, Trieste","590.0","2","92.0","nan","4"
"175","Bilocale via Capodistria 6, Chiarbola - Ponziana, Trieste","500.0","2","55.0","nan","4"
"176","Bilocale via Santi Martiri 16, Città Vecchia, Trieste","450.0","2","45.0","nan","2"
"177","Bilocale via Pier Paolo Vergerio 10, Settefontane, Trieste","700.0","2","72.0","2","2"
