"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"342","Trilocale piazza di Porta Mascarella, Irnerio, Bologna","1900.0","3","70.0","nan","2"
"343","Trilocale via Garofalo, Castiglione - Tribunale, Bologna","1950.0","3","100.0","2","2"
"344","Trilocale via Filippo Beroaldo, San Donato, Bologna","1900.0","3","90.0","nan","2"
"345","Bilocale via Cesare Boldrini, Marconi, Bologna","1400.0","2","50.0","nan","2"
"346","Monolocale via Nicolò Dall'Arca, Bolognina, Bologna","1050.0","nan","35.0","nan","2"
"347","Bilocale via Oreste Regnoli, Massarenti, Bologna","1150.0","2","65.0","nan","2"
"348","Bilocale via Nosadella, Saragozza dentro le Mura, Bologna","1100.0","2","50.0","nan","2"
"349","Bilocale via Ferruccio Garavaglia, San Donato, Bologna","1200.0","2","40.0","nan","2"
"350","Bilocale viale della Repubblica, San Donato, Bologna","1150.0","2","50.0","nan","2"
"351","Monolocale via Nicolò Dall'Arca, Bolognina, Bologna","1200.0","nan","37.0","nan","0"
"352","Terratetto unifamiliare 104 m², ottimo stato, San Vitale, Bologna","2900.0","3","104.0","2","0"
"353","Appartamento ottimo stato, secondo piano, Castiglione - Tribunale, Bologna","2000.0","5","115.0","2","0"
"354","Bilocale via Broccaindosso, San Vitale, Bologna","1100.0","2","50.0","nan","0"
"355","Bilocale via dell'Aeroporto, Aeroporto, Bologna","1050.0","2","50.0","nan","0"
"356","Bilocale via Don Giuseppe Bedetti, Corticella, Bologna","1250.0","2","60.0","nan","0"
"357","Bilocale largo Giovanni Ignazio Molina, Mazzini - Fossolo, Bologna","1000.0","2","38.0","nan","0"
"358","Bilocale via dell'Aeroporto, Aeroporto, Bologna","1000.0","2","50.0","nan","0"
"359","Trilocale via di Corticella, Corticella, Bologna","1500.0","3","90.0","nan","0"
"360","Monolocale via Nicolò Dall'Arca, Bolognina, Bologna","1150.0","nan","40.0","nan","0"
"361","Trilocale via Giovanni Francesco Barbieri, Bolognina, Bologna","1800.0","3","90.0","2","0"
"362","Quadrilocale via Battindarno 366, Barca, Bologna","1000.0","4","85.0","2","0"
"363","Trilocale via Pellegrino Tibaldi, Bolognina, Bologna","1750.0","3","67.0","nan","0"
"364","Bilocale largo Giovanni Ignazio Molina, Mazzini - Fossolo, Bologna","900.0","2","38.0","nan","0"
"365","Bilocale via del Pratello, San Felice, Bologna","1000.0","2","50.0","nan","0"
"366","Trilocale via Gastone Rossi, Massarenti, Bologna","1800.0","3","70.0","nan","0"
"367","Bilocale via Paolo Fabbri, Massarenti, Bologna","1200.0","2","45.0","nan","0"
"368","Trilocale via de' Coltelli, Santo Stefano, Bologna","1900.0","3","60.0","nan","0"
"369","Bilocale via Nicolò Dall'Arca, Bolognina, Bologna","1400.0","2","54.0","nan","0"
"370","Trilocale via Nicolò Dall'Arca, Bolognina, Bologna","2200.0","3","61.0","nan","0"
"371","Bilocale via Alessandro Tiarini, Bolognina, Bologna","1000.0","2","50.0","nan","0"
"372","Monolocale Galleria del Reno, Marconi, Bologna","1100.0","nan","30.0","nan","0"
"373","Bilocale via Giovanni Lorenzo Bernini, Massarenti, Bologna","1200.0","2","50.0","nan","0"
"374","Monolocale via delle Tovaglie, Castiglione - Tribunale, Bologna","850.0","nan","24.0","nan","0"
"375","Monolocale via melozzo da forli', Santa Viola, Bologna","600.0","nan","30.0","nan","0"
"376","Attico via Enrico Mattei 13/1, San Vitale - Roveri, Bologna","1600.0","4","99.0","2","4"
"377","Bilocale via Giuseppe Pacchioni,23, Costa, Bologna","1250.0","2","45.0","nan","4"
"378","Monolocale via del Pratello,89, San Felice, Bologna","1300.0","nan","40.0","nan","4"
"379","Trilocale via Enio Gnudi,18, Barca, Bologna","1300.0","3","64.0","2","4"
"380","Quadrilocale via Boldrini, 18, Marconi, Bologna","2200.0","4","140.0","2","4"
"381","Appartamento via Elio Bernardi, Santa Viola, Bologna","720.0","nan","38.0","nan","4"
"382","Quadrilocale via Milazzo , 19, Marconi, Bologna","2100.0","4","140.0","2","4"
"383","Trilocale via Centotrecento, Irnerio, Bologna","1200.0","3","80.0","nan","4"
"384","Trilocale via Santo Stefano, Santo Stefano, Bologna","1400.0","3","70.0","2","4"
"385","Trilocale via Umberto Monari 4, Murri, Bologna","1200.0","3","85.0","nan","4"
"386","Trilocale via Umberto Monari 4, Murri, Bologna","1200.0","3","85.0","nan","4"
"387","Appartamento via Pietro Mengoli 27, Massarenti, Bologna","1500.0","5","140.0","nan","4"
"388","Trilocale via Bruno Parisio, Savena, Bologna","1250.0","3","81.0","2","4"
"389","Bilocale ottimo stato, quarto piano, San Felice, Bologna","1350.0","2","70.0","nan","4"
"390","Bilocale via Emilia Levante 78, Mazzini - Fossolo, Bologna","1100.0","2","48.0","nan","4"
"391","Bilocale ottimo stato, piano terra, Castiglione - Tribunale, Bologna","1300.0","2","65.0","nan","4"
"392","Quadrilocale via del Giacinto 8, Santa Viola, Bologna","780.0","4","85.0","nan","4"
"393","Bilocale piazza di Porta Maggiore,8, Massarenti, Bologna","1300.0","2","55.0","nan","4"
"394","Quadrilocale buono stato, Saragozza fuori Porta, Bologna","1290.0","4","94.0","nan","4"
"395","Bilocale via d'Azeglio,15, Centro Storico, Bologna","2500.0","2","70.0","nan","4"
"396","Monolocale buono stato, piano terra, Irnerio, Bologna","750.0","nan","40.0","nan","4"
"397","Monolocale via dell'Indipendenza 21, Centro Storico, Bologna","1200.0","nan","50.0","nan","4"
"398","Quadrilocale via Pietro Albertoni 5, Massarenti, Bologna","2200.0","4","98.0","2","4"
"399","Bilocale via del Borgo di San Pietro 92, Irnerio, Bologna","1100.0","2","45.0","nan","4"
"400","Bilocale ottimo stato, primo piano, Barca, Bologna","900.0","2","48.0","nan","4"
"401","Bilocale buono stato, piano terra, Bolognina, Bologna","650.0","2","50.0","nan","0"
"402","Appartamento via del Tuscolano 27, Corticella, Bologna","1600.0","5+","120.0","2","0"
"403","Bilocale ottimo stato, piano rialzato, Colli San Mamolo, Bologna","1000.0","2","50.0","nan","0"
"404","Bilocale via Riva di Reno, Centro Storico, Bologna","1100.0","2","80.0","nan","0"
"405","Appartamento via Pescherie Vecchie 1, Centro Storico, Bologna","5000.0","5","135.0","2","0"
"406","Trilocale via Riva Reno ,118, Centro Storico, Bologna","1200.0","3","80.0","nan","0"
"407","Bilocale via Santo Stefano, Santo Stefano, Bologna","750.0","2","48.0","nan","0"
"408","Quadrilocale via Andrea Costa 72, Saragozza fuori Porta, Bologna","860.0","4","80.0","nan","0"
"409","Quadrilocale via Oberdan , 37, Centro Storico, Bologna","2100.0","4","130.0","2","0"
"410","Quadrilocale via Clavature, Centro Storico, Bologna","5500.0","4","150.0","2","0"
"411","Trilocale via Gastone Rossi,13, Massarenti, Bologna","1450.0","3","40.0","nan","0"
"412","Bilocale via Barberia,22, Saragozza dentro le Mura, Bologna","1080.0","2","52.0","nan","0"
"413","Trilocale via delle Fosse Ardeatine,3, Mazzini - Fossolo, Bologna","1300.0","3","68.0","nan","0"
"414","Bilocale via Palestro,23, Saragozza dentro le Mura, Bologna","1300.0","2","50.0","nan","0"
"415","Attico ottimo stato, 140 m², Noce - Pescarola, Bologna","1200.0","3","140.0","2","0"
"416","Bilocale ottimo stato, terzo piano, Castiglione - Tribunale, Bologna","1150.0","2","57.0","nan","0"
"417","Quadrilocale via Armando Quadri 6, San Vitale, Bologna","1150.0","4","82.0","nan","0"
"418","Trilocale ottimo stato, piano rialzato, Santo Stefano, Bologna","1400.0","3","65.0","nan","0"
"419","Quadrilocale buono stato, terzo piano, Centro Storico, Bologna","1900.0","4","165.0","2","0"
"420","Quadrilocale via Giorgio da Castelfranco Giorgione, Santa Viola, Bologna","1200.0","4","110.0","2","0"
"421","Appartamento via Piave 4, Saffi, Bologna","1800.0","5","135.0","2","0"
"422","Monolocale via Della Ferriera, Santa Viola, Bologna","800.0","nan","40.0","nan","0"
