"Index","Title description","Price","N_rooms","Surface","N_toilettes","Floor"
"215","Appartamento viale Caprera, Villetta, Parma","1250.0","5","130.0","nan","1"
"216","Bilocale ottimo stato, primo piano, Centro Storico, Parma","1250.0","2","90.0","2","1"
"217","Bilocale ottimo stato, secondo piano, San Lazzaro, Parma","750.0","2","65.0","nan","1"
"218","Monolocale ottimo stato, quarto piano, Centro Storico, Parma","550.0","nan","28.0","nan","1"
"219","Mansarda Strada della Repubblica, Centro Storico, Parma","750.0","2","45.0","nan","1"
"220","Quadrilocale Borgo Parente, Parco Ducale - Oltretorrente, Parma","900.0","4","110.0","nan","1"
"221","Monolocale Strada Nino Bixio, Parco Ducale - Oltretorrente, Parma","480.0","nan","25.0","nan","1"
"222","Appartamento ottimo stato, San Lazzaro, Parma","nan","5+","320.0","3+","1"
"223","Bilocale ottimo stato, Centro Storico, Parma","750.0","2","45.0","nan","1"
"224","Bilocale piazza Giuseppe Garibaldi, Centro Storico, Parma","1200.0","2","50.0","nan","1"
"225","Bilocale Strada Farnesiana, Baganzola - Aeroporto, Parma","400.0","2","60.0","nan","1"
"226","Monolocale Strada Antonio Zarotto, San Lazzaro, Parma","1100.0","nan","35.0","nan","3"
"227","Monolocale Strada Abbeveratoia, Ospedale - Volturno, Parma","1200.0","nan","40.0","nan","3"
"228","Bilocale via Fratelli Amoretti, San Pancrazio, Parma","850.0","2","55.0","nan","3"
"229","Villa unifamiliare, ottimo stato, 150 m², Botteghino - Pilastrello, Parma","1350.0","5","150.0","3","3"
"230","Appartamento Strada Costituente, Parco Ducale - Oltretorrente, Parma","700.0","nan","63.0","nan","3"
"231","Monolocale Borgo Riccio, Centro Storico, Parma","800.0","nan","25.0","nan","3"
"232","Bilocale ottimo stato, secondo piano, San Leonardo, Parma","600.0","2","55.0","nan","3"
"233","Trilocale Borgo del Carbone, Centro Storico, Parma","1250.0","3","90.0","nan","3"
"234","Monolocale Strada Antonio Zarotto, San Lazzaro, Parma","1050.0","nan","35.0","nan","3"
"235","Trilocale via Zanardi, Parma","700.0","3","85.0","nan","3"
"236","Monolocale via D'azeglio, Parco Ducale - Oltretorrente, Parma","450.0","nan","30.0","nan","3"
"237","Palazzo - Edificio 3 piani, nuovo, Paradigna - Centro Torri, Parma","nan","5+","1.2","3+","3"
"238","Appartamento via dei Farnese, Parco Ducale - Oltretorrente, Parma","1350.0","5","150.0","2","3"
"239","Monolocale Strada Massimo d'Azeglio, Parco Ducale - Oltretorrente, Parma","400.0","nan","35.0","nan","3"
"240","Appartamento via Bixio 58, Parco Ducale - Oltretorrente, Parma","900.0","nan","40.0","nan","3"
